Customer ID,Recency,Frequency,TotalQuantity,MonetaryValue,AvgOrderValue,CLV,Predicted_CLV,Segment
12486.0,432,1,523,1037.28,21.168979591836734,1037.28,867.8038,Mid-Low
12487.0,731,1,174,285.29999999999995,142.64999999999998,285.29999999999995,417.81415,Mid-Low
12488.0,10,3,529,1298.66,23.612000000000002,1298.66,1163.7769,Mid-High
12489.0,336,1,105,334.93,22.328666666666667,334.93,266.1608,Low
12490.0,5,21,5906,9823.64,21.26329004329004,9823.64,9479.864,High
12491.0,39,1,260,460.40000000000003,17.70769230769231,460.40000000000003,398.55835,Mid-Low
12492.0,63,3,444,715.21,17.028809523809525,715.21,873.1994,Mid-Low
12493.0,166,2,207,433.74,19.715454545454545,433.74,415.7676,Mid-Low
12494.0,16,9,988,1872.8700000000001,16.872702702702703,1872.8700000000001,1863.4401,Mid-High
12495.0,641,1,130,357.4,21.023529411764706,357.4,280.9295,Low
12496.0,620,2,33,54.09,4.160769230769231,54.09,187.9948,Low
12497.0,82,3,5685,6248.5,109.62280701754386,6248.5,6063.918,High
12498.0,21,3,159,403.70000000000005,17.55217391304348,403.70000000000005,387.28705,Mid-Low
12499.0,560,1,302,393.72,14.582222222222223,393.72,391.6851,Mid-Low
12500.0,23,19,3377,5955.21,40.7891095890411,5955.21,6744.2773,High
12501.0,337,1,1783,2169.39,14.559664429530201,2169.39,2255.2793,Mid-High
12502.0,96,5,820,3723.87,25.332448979591835,3723.87,1955.4801,Mid-High
12503.0,584,1,561,1126.0,563.0,1126.0,1752.1136,Mid-High
12504.0,18,4,458,779.05,38.9525,779.05,1046.7987,Mid-High
12505.0,409,1,324,955.2,22.742857142857144,955.2,571.0718,Mid-Low
12506.0,233,1,23,73.5,3.1956521739130435,73.5,55.34624,Low
12507.0,134,4,1256,1844.06,37.633877551020404,1844.06,2241.134,Mid-High
12508.0,26,2,272,398.27,5.772028985507246,398.27,442.0862,Mid-Low
12509.0,284,1,55,176.5,25.214285714285715,176.5,151.56985,Low
12510.0,143,9,2049,5178.02,35.71048275862069,5178.02,4180.7227,High
12511.0,429,1,1753,3084.02,16.231684210526314,3084.02,2369.94,High
12512.0,66,2,99,138.03,4.059705882352941,138.03,193.8492,Low
12513.0,113,1,462,612.29,17.494,612.29,682.69763,Mid-Low
12514.0,267,2,840,1597.76,19.02095238095238,1597.76,1218.8923,Mid-High
12515.0,353,1,131,383.7,23.98125,383.7,208.30186,Low
12516.0,78,4,1952,2648.62,35.792162162162164,2648.62,2516.2798,High
12517.0,28,5,1371,2502.84,8.812816901408452,2502.84,1717.8416,Mid-High
12518.0,1,5,1318,2056.89,16.58782258064516,2056.89,1886.3226,Mid-High
12519.0,64,2,395,726.54,18.1635,726.54,735.36,Mid-Low
12520.0,79,5,1439,2634.26,17.330657894736845,2634.26,2079.752,Mid-High
12521.0,143,1,309,599.68,15.781052631578946,599.68,401.05484,Mid-Low
12522.0,39,2,194,192.72,16.06,192.72,357.77032,Low
12523.0,19,23,2275,4372.15,17.488599999999998,4372.15,4894.227,High
12524.0,9,17,7178,11126.11,46.35879166666667,11126.11,14547.865,High
12525.0,498,3,509,973.73,16.228833333333334,973.73,873.91785,Mid-Low
12526.0,1,3,632,1316.66,18.54450704225352,1316.66,1181.8267,Mid-High
12527.0,82,5,526,735.51,22.9846875,735.51,995.9055,Mid-High
12528.0,9,6,756,1933.48,21.01608695652174,1933.48,1577.2413,Mid-High
12529.0,528,1,192,316.48,15.07047619047619,316.48,291.36346,Low
12530.0,60,9,2713,3759.26,23.792784810126584,3759.26,6158.7324,High
12531.0,15,2,1119,1933.2,15.222047244094489,1933.2,1342.099,Mid-High
12532.0,30,1,153,349.83000000000004,21.864375000000003,349.83000000000004,336.25668,Low
12533.0,628,2,704,1367.89,18.998472222222222,1367.89,1055.0294,Mid-High
12534.0,131,1,651,1089.18,17.28857142857143,1089.18,961.27625,Mid-High
12535.0,92,2,219,716.35,21.069117647058825,716.35,612.93097,Mid-Low
12536.0,43,3,2803,12601.830000000002,48.282873563218395,12601.830000000002,11271.805,High
12537.0,409,1,449,732.94,17.04511627906977,732.94,690.96423,Mid-Low
12538.0,29,2,336,640.45,18.836764705882356,640.45,579.79205,Mid-Low
12539.0,22,7,4535,11214.75,22.251488095238095,11214.75,10982.132,High
12540.0,20,33,11019,22254.49,28.864448767833984,22254.49,22094.424,High
12541.0,30,3,680,981.18,18.868846153846153,981.18,1156.2107,Mid-High
12542.0,484,2,522,481.88,12.355897435897436,481.88,649.8053,Mid-Low
12543.0,448,1,688,980.25,22.796511627906977,980.25,945.73486,Mid-High
12544.0,36,1,136,372.7,19.61578947368421,372.7,226.81285,Low
12545.0,75,2,523,1000.39,20.0078,1000.39,887.3358,Mid-Low
12546.0,47,2,633,1161.5,16.833333333333332,1161.5,1026.3412,Mid-High
12547.0,198,3,309,383.58,18.265714285714285,383.58,676.07465,Mid-Low
12548.0,166,1,49,95.19999999999999,19.04,95.19999999999999,140.64546,Low
12549.0,576,6,1366,1575.68,32.15673469387755,1575.68,1614.2104,Mid-High
12550.0,79,1,569,964.83,16.92684210526316,964.83,806.0451,Mid-Low
12551.0,358,1,100,168.0,16.8,168.0,235.99226,Low
12552.0,39,2,88,437.82,21.891,437.82,271.29675,Low
12553.0,8,12,2325,4608.75,19.36449579831933,4608.75,4678.3994,High
12554.0,449,1,240,468.5,18.01923076923077,468.5,450.32574,Mid-Low
12555.0,682,1,1,129.23,129.23,129.23,54.415184,Low
12556.0,50,2,358,603.71,4.989338842975207,603.71,487.80344,Mid-Low
12557.0,16,8,6782,18716.14,322.69206896551725,18716.14,18673.922,High
12558.0,8,1,196,269.96,24.54181818181818,269.96,253.61938,Low
12559.0,311,2,283,561.71,26.74809523809524,561.71,530.43274,Mid-Low
12560.0,5,3,1110,2134.01,20.323904761904764,2134.01,1843.4569,Mid-High
12561.0,303,1,177,238.85,14.928125,238.85,312.08853,Low
12562.0,8,9,2327,4966.92,23.99478260869565,4966.92,4831.3394,High
12563.0,409,1,113,249.24,19.172307692307694,249.24,245.39949,Low
12564.0,261,1,133,456.9,21.757142857142856,456.9,300.53497,Low
12565.0,289,1,80,145.92,16.21333333333333,145.92,210.9974,Low
12566.0,86,1,265,351.65,18.507894736842104,351.65,447.01514,Mid-Low
12567.0,23,15,6086,13709.86,21.455179968701096,13709.86,12719.96,High
12568.0,645,1,48,70.0,14.0,70.0,83.86525,Low
12569.0,2,32,1801,4124.69,21.939840425531912,4124.69,4150.692,High
12570.0,682,1,1,77.52,77.52,77.52,92.682915,Low
12571.0,40,2,523,519.61,15.28264705882353,519.61,742.2527,Mid-Low
12572.0,9,2,452,1020.42,17.006999999999998,1020.42,786.12695,Mid-Low
12573.0,227,5,479,717.41,6.028655462184874,717.41,905.37836,Mid-Low
12574.0,316,1,61,218.45,19.85909090909091,218.45,149.07085,Low
12575.0,457,2,315,622.8199999999999,16.389999999999997,622.8199999999999,518.5978,Mid-Low
12576.0,36,8,1494,2142.72,15.08957746478873,2142.72,2247.398,Mid-High
12577.0,35,8,1197,1653.75,5.4759933774834435,1653.75,2241.7334,Mid-High
12578.0,21,4,2380,4642.45,26.99098837209302,4642.45,4358.696,High
12579.0,78,1,285,440.42,15.18689655172414,440.42,377.2498,Mid-Low
12580.0,247,2,569,1052.9,18.153448275862072,1052.9,914.30884,Mid-High
12581.0,40,1,161,197.71,13.180666666666667,197.71,187.69829,Low
12582.0,239,4,985,1980.4,19.22718446601942,1980.4,1930.7959,Mid-High
12583.0,3,27,8984,14447.44,31.003090128755368,14447.44,14594.467,High
12584.0,4,9,416,2338.15,24.355729166666666,2338.15,1811.38,Mid-High
12585.0,234,2,1279,2040.1,23.44942528735632,2040.1,1922.7153,Mid-High
12586.0,17,4,687,2062.67,21.943297872340427,2062.67,1117.6912,Mid-High
12587.0,8,1,51,144.0,36.0,144.0,63.268047,Low
12588.0,39,4,438,958.78,20.84304347826087,958.78,973.0157,Mid-High
12589.0,29,8,1764,4695.66,26.087,4695.66,4130.2266,High
12590.0,211,2,4283,9864.26,145.06264705882353,9864.26,9498.917,High
12591.0,317,3,677,1352.15,19.596376811594205,1352.15,1203.0892,Mid-High
12592.0,92,5,1875,2582.66,31.88469135802469,2582.66,2522.8923,High
12593.0,109,3,206,418.09999999999997,19.909523809523808,418.09999999999997,495.49414,Mid-Low
12594.0,38,15,2768,5090.110000000001,25.57844221105528,5090.110000000001,5739.318,High
12595.0,505,1,271,299.02,15.737894736842104,299.02,430.0597,Mid-Low
12596.0,51,2,474,618.27,22.898888888888887,618.27,685.4786,Mid-Low
12597.0,19,4,2236,3811.22,18.50106796116505,3811.22,3769.4321,High
12598.0,10,11,2906,4534.09,22.01014563106796,4534.09,5938.7974,High
12599.0,29,13,2189,2296.72,17.268571428571427,2296.72,3074.8262,High
12600.0,29,21,1414,5043.92,38.21151515151515,5043.92,4808.228,High
12601.0,190,6,290,681.26,20.03705882352941,681.26,885.74945,Mid-Low
12602.0,59,1,162,153.12,12.76,153.12,246.67766,Low
12603.0,22,1,63,739.1999999999999,369.59999999999997,739.1999999999999,510.8375,Mid-Low
12604.0,79,2,201,254.18,15.88625,254.18,372.82513,Low
12605.0,376,4,929,1232.95,16.223026315789475,1232.95,1587.2415,Mid-High
12606.0,682,1,1,21.0,21.0,21.0,78.93146,Low
12607.0,60,1,1228,1579.51,15.63871287128713,1579.51,1264.5719,Mid-High
12608.0,405,1,323,415.79,25.986875,415.79,649.5116,Mid-Low
12609.0,78,9,1553,3435.86,19.633485714285715,3435.86,3341.948,High
12610.0,23,5,1049,2099.54,19.80698113207547,2099.54,1803.4314,Mid-High
12611.0,52,1,846,1193.32,18.35876923076923,1193.32,1157.4751,Mid-High
12612.0,74,1,262,704.0400000000001,37.054736842105264,704.0400000000001,441.5479,Mid-Low
12613.0,57,10,4163,6835.07,20.90235474006116,6835.07,6943.063,High
12614.0,278,1,76,315.6,15.780000000000001,315.6,199.52704,Low
12615.0,2,8,3317,5740.98,21.262888888888888,5740.98,5608.321,High
12616.0,95,3,498,1131.1,20.946296296296296,1131.1,997.4717,Mid-High
12617.0,29,1,213,355.53,8.465,355.53,308.87213,Low
12618.0,22,1,96,177.31,16.11909090909091,177.31,160.49904,Low
12619.0,16,10,3518,3781.38,37.8138,3781.38,6895.3853,High
12620.0,15,3,1181,1339.41,14.558804347826088,1339.41,1243.8389,Mid-High
12621.0,2,35,13933,24775.81,32.176376623376626,24775.81,24115.834,High
12622.0,232,1,69,180.1,16.37272727272727,180.1,159.56987,Low
12623.0,276,7,1971,3747.84,21.663815028901734,3747.84,3438.2969,High
12624.0,106,2,355,641.13,16.87184210526316,641.13,594.4427,Mid-Low
12625.0,212,4,3309,5164.88,28.22338797814208,5164.88,5430.319,High
12626.0,23,9,3453,6620.48,22.51863945578231,6620.48,7047.033,High
12627.0,11,7,2752,4478.53,19.47186956521739,4478.53,4409.983,High
12628.0,4,3,448,786.46,19.181951219512197,786.46,814.76544,Mid-Low
12629.0,386,2,722,1558.22,34.62711111111111,1558.22,1162.3169,Mid-High
12630.0,10,2,548,1270.88,19.8575,1270.88,992.4925,Mid-High
12631.0,57,6,1607,3481.57,19.024972677595628,3481.57,2875.728,High
12632.0,521,2,694,804.88,22.99657142857143,804.88,1010.63995,Mid-High
12633.0,59,7,3238,5678.16,18.556078431372548,5678.16,5240.157,High
12634.0,536,2,337,490.0,24.5,490.0,562.6017,Mid-Low
12635.0,90,4,1949,2930.41,16.37100558659218,2930.41,2807.1772,High
12636.0,739,1,1,141.0,141.0,141.0,75.763985,Low
12637.0,67,12,4284,8340.31,13.134346456692912,8340.31,7295.566,High
12638.0,33,2,663,921.49,19.197708333333335,921.49,1020.0704,Mid-High
12639.0,239,3,631,1312.37,20.50578125,1312.37,1216.7346,Mid-High
12640.0,24,3,311,1174.58,22.16188679245283,1174.58,759.70386,Mid-Low
12641.0,115,1,72,185.9,18.59,185.9,186.52774,Low
12642.0,25,3,552,1013.26,21.558723404255318,1013.26,1108.5541,Mid-High
12643.0,128,12,4785,8350.42,160.585,8350.42,9097.002,High
12644.0,130,4,1032,1918.49,17.283693693693692,1918.49,1723.6696,Mid-High
12645.0,34,8,2125,3539.3,22.120625,3539.3,3543.9004,High
12646.0,5,2,897,1346.97,29.932666666666666,1346.97,1338.5449,Mid-High
12647.0,22,36,6878,17924.35,32.58972727272727,17924.35,17766.059,High
12648.0,155,4,518,1112.0,17.107692307692307,1112.0,1075.0433,Mid-High
12649.0,107,8,1959,2294.65,19.446186440677966,2294.65,3310.9224,High
12650.0,3,1,254,314.44,15.722,314.44,419.2233,Mid-Low
12651.0,335,4,265,377.75,12.591666666666667,377.75,664.8415,Mid-Low
12652.0,331,2,536,1017.03,19.941764705882353,1017.03,928.0385,Mid-High
12653.0,149,3,1681,4160.83,48.38174418604651,4160.83,3451.0083,High
12654.0,11,5,264,601.98,15.841578947368422,601.98,448.89914,Mid-Low
12655.0,424,1,80,261.35,16.334375,261.35,179.73907,Low
12656.0,17,8,2860,6407.83,25.942631578947367,6407.83,5707.1177,High
12657.0,11,4,1044,1643.18,34.961276595744685,1643.18,1612.5145,Mid-High
12658.0,19,1,320,686.05,19.056944444444444,686.05,502.1583,Mid-Low
12659.0,30,1,105,91.68,18.336000000000002,91.68,240.21156,Low
12660.0,11,1,127,245.1,18.853846153846153,245.1,269.64914,Low
12661.0,436,1,216,162.0,14.727272727272727,162.0,278.7322,Low
12662.0,1,20,3581,6988.02,17.21187192118227,6988.02,6736.823,High
12663.0,625,2,181,239.4,23.94,239.4,375.83286,Low
12664.0,8,11,1495,6070.04,134.88977777777777,6070.04,5923.545,High
12665.0,325,3,165,313.6,18.447058823529414,313.6,518.53925,Mid-Low
12666.0,394,1,370,1248.42,40.27161290322581,1248.42,684.9578,Mid-Low
12667.0,58,1,395,620.13,18.791818181818183,620.13,670.26276,Mid-Low
12668.0,12,10,5076,11444.68,21.233172541743972,11444.68,10913.8545,High
12669.0,151,3,1115,2744.0299999999997,27.168613861386135,2744.0299999999997,1963.3931,Mid-High
12670.0,10,7,1627,3760.29,32.698173913043476,3760.29,3247.2788,High
12671.0,606,1,1460,2622.481,58.27735555555556,2622.481,2040.7004,Mid-High
12672.0,330,2,138,437.05,19.865909090909092,437.05,360.68488,Low
12673.0,5,3,700,1230.02,16.62189189189189,1230.02,1179.1326,Mid-High
12674.0,39,4,1133,1970.6,23.742168674698792,1970.6,1777.8782,Mid-High
12675.0,554,2,337,958.5,8.482300884955752,958.5,532.01965,Mid-Low
12676.0,25,11,1867,2843.09,26.570934579439253,2843.09,3667.2173,High
12677.0,555,2,176,395.1,18.814285714285717,395.1,399.34085,Mid-Low
12678.0,42,21,22372,34281.18,91.17335106382978,34281.18,34075.03,High
12679.0,59,4,554,1113.02,23.187916666666666,1113.02,1044.5737,Mid-High
12680.0,1,4,444,880.81,16.619056603773583,880.81,1109.5155,Mid-High
12681.0,15,45,17596,30868.28,21.070498293515357,30868.28,30887.674,High
12682.0,4,52,11018,24033.91,23.13177093358999,24033.91,24436.879,High
12683.0,4,21,7683,12696.78,23.46909426987061,12696.78,12399.95,High
12684.0,8,7,1985,2283.63,21.748857142857144,2283.63,2991.6238,High
12685.0,28,6,1523,2863.08,18.236178343949042,2863.08,2388.4856,High
12686.0,372,1,214,178.28,12.734285714285715,178.28,298.0352,Low
12687.0,481,2,1403,2138.91,16.97547619047619,2138.91,1885.9978,Mid-High
12688.0,114,1,3028,4873.8099999999995,28.501812865497072,4873.8099999999995,4609.4004,High
12689.0,26,2,628,1247.61,17.327916666666667,1247.61,959.3885,Mid-High
12690.0,206,1,106,389.01,24.313125,389.01,251.69485,Low
12691.0,28,7,445,1170.4,30.010256410256414,1170.4,1171.6208,Mid-High
12692.0,637,1,36,110.95,8.534615384615385,110.95,127.19942,Low
12693.0,127,7,536,1703.02,21.557215189873418,1703.02,1213.1224,Mid-High
12694.0,70,3,1355,1843.35,22.209036144578313,1843.35,2006.0966,Mid-High
12695.0,7,7,454,1407.1200000000001,23.84949152542373,1407.1200000000001,1292.1945,Mid-High
12696.0,435,2,564,851.91,17.38591836734694,851.91,856.0081,Mid-Low
12697.0,29,3,508,957.59,23.355853658536585,957.59,943.7166,Mid-High
12698.0,590,1,111,339.75,21.234375,339.75,256.49905,Low
12699.0,418,1,373,638.11,15.563658536585367,638.11,474.61453,Mid-Low
12700.0,8,4,2967,4939.99,18.432798507462685,4939.99,4507.717,High
12701.0,80,6,1727,2446.41,16.642244897959184,2446.41,2767.213,High
12702.0,20,1,53,219.0,18.25,219.0,122.492195,Low
12703.0,71,4,595,1006.53,13.601756756756757,1006.53,886.03815,Mid-Low
12704.0,7,8,1006,2340.84,26.600454545454546,2340.84,2328.6523,Mid-High
12705.0,15,14,7188,11762.1,19.636227045075128,11762.1,11629.149,High
12707.0,292,1,256,603.42,18.285454545454545,603.42,487.5434,Mid-Low
12708.0,30,18,2521,5314.1,17.14225806451613,5314.1,4996.012,High
